@relation subflow_dataset_clustered

@attribute Instance_number numeric
@attribute flowid numeric
@attribute ppid numeric
@attribute subflow1 numeric
@attribute subflow2 numeric
@attribute subflow3 numeric
@attribute subflow4 numeric
@attribute subprotocol {none,'transition point 1','transition point 2'}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19,cluster20,cluster21,cluster22,cluster23,cluster24,cluster25,cluster26,cluster27,cluster28,cluster29,cluster30,cluster31,cluster32,cluster33,cluster34,cluster35,cluster36,cluster37,cluster38,cluster39,cluster40,cluster41,cluster42,cluster43,cluster44,cluster45,cluster46,cluster47,cluster48,cluster49,cluster50,cluster51,cluster52,cluster53,cluster54,cluster55,cluster56,cluster57,cluster58,cluster59,cluster60,cluster61,cluster62,cluster63,cluster64,cluster65,cluster66,cluster67,cluster68,cluster69,cluster70,cluster71,cluster72,cluster73,cluster74,cluster75,cluster76,cluster77,cluster78,cluster79,cluster80,cluster81,cluster82,cluster83,cluster84,cluster85,cluster86,cluster87,cluster88,cluster89,cluster90,cluster91,cluster92,cluster93,cluster94,cluster95,cluster96,cluster97,cluster98,cluster99,cluster100,cluster101,cluster102,cluster103,cluster104,cluster105,cluster106,cluster107,cluster108,cluster109,cluster110,cluster111,cluster112,cluster113,cluster114,cluster115,cluster116,cluster117,cluster118,cluster119,cluster120,cluster121,cluster122,cluster123,cluster124,cluster125,cluster126,cluster127,cluster128,cluster129,cluster130,cluster131,cluster132,cluster133,cluster134,cluster135,cluster136,cluster137,cluster138,cluster139,cluster140,cluster141,cluster142,cluster143,cluster144,cluster145,cluster146,cluster147,cluster148,cluster149,cluster150,cluster151,cluster152,cluster153,cluster154,cluster155,cluster156,cluster157,cluster158,cluster159,cluster160,cluster161,cluster162,cluster163,cluster164,cluster165,cluster166,cluster167,cluster168,cluster169,cluster170,cluster171,cluster172,cluster173,cluster174,cluster175,cluster176,cluster177,cluster178,cluster179,cluster180,cluster181,cluster182,cluster183,cluster184,cluster185,cluster186,cluster187,cluster188,cluster189,cluster190,cluster191,cluster192}

@data
337,13,4,438,-518,238,186,none,cluster22
338,13,5,238,186,-106,154,none,cluster72
339,13,6,186,-106,154,-122,none,cluster63
340,13,7,-106,154,-122,170,none,cluster44
341,13,8,154,-122,170,-122,none,cluster9
342,13,9,-122,170,-122,170,none,cluster192
343,13,10,170,-122,170,-122,none,cluster1
344,13,11,-122,170,-122,186,none,cluster192
345,13,12,170,-122,186,-122,none,cluster99
346,13,13,-122,186,-122,170,none,cluster48
347,13,14,186,-122,170,-122,none,cluster20
348,13,15,-122,170,-122,234,none,cluster29
349,13,16,170,-122,234,-122,none,cluster81
350,13,17,-122,234,-122,170,none,cluster43
351,13,18,234,-122,170,-122,none,cluster10
352,13,19,-122,170,-122,170,none,cluster192
353,13,20,170,-122,170,-122,none,cluster1
354,13,21,-122,170,-122,170,none,cluster192
355,13,22,170,-122,170,-122,none,cluster1
356,13,23,-122,170,-122,170,none,cluster192
357,13,24,170,-122,170,-122,none,cluster1
358,13,25,-122,170,-122,170,none,cluster192
359,13,26,170,-122,170,-122,none,cluster1
360,13,27,-122,170,-122,234,none,cluster29
361,13,28,170,-122,234,-122,none,cluster81
362,13,29,-122,234,-122,170,none,cluster43
363,13,30,234,-122,170,-122,none,cluster10
364,13,31,-122,170,-122,170,none,cluster192
365,13,32,170,-122,170,-122,none,cluster1
366,13,33,-122,170,-122,170,none,cluster192
367,13,34,170,-122,170,-122,none,cluster1
368,13,35,-122,170,-122,170,none,cluster192
369,13,36,170,-122,170,-122,none,cluster1
370,13,37,-122,170,-122,170,none,cluster192
371,13,38,170,-122,170,-122,none,cluster1
372,13,39,-122,170,-122,170,none,cluster192
373,13,40,170,-122,170,-122,none,cluster1
374,13,41,-122,170,-122,170,none,cluster192
375,13,42,170,-122,170,-122,none,cluster1
376,13,43,-122,170,-122,234,none,cluster29
377,13,44,170,-122,234,-122,none,cluster81
378,13,45,-122,234,-122,170,none,cluster43
379,13,46,234,-122,170,-122,none,cluster10
380,13,47,-122,170,-122,170,none,cluster192
381,13,48,170,-122,170,-122,none,cluster1
382,14,2,77,-510,862,438,none,cluster24
383,14,3,862,438,-518,238,none,cluster23
384,14,4,438,-518,238,186,none,cluster22
385,14,5,238,186,-106,154,none,cluster72
386,14,6,186,-106,154,-122,none,cluster63
387,14,7,-106,154,-122,170,none,cluster44
388,14,8,154,-122,170,-122,none,cluster9
389,14,9,-122,170,-122,170,none,cluster192
390,14,10,170,-122,170,-122,none,cluster1
391,14,11,-122,170,-122,170,none,cluster192
392,14,12,170,-122,170,-122,none,cluster1
393,14,13,-122,170,-122,170,none,cluster192
394,14,14,170,-122,170,-122,none,cluster1
395,14,15,-122,170,-122,170,none,cluster192
396,14,16,170,-122,170,-122,none,cluster1
397,14,17,-122,170,-122,170,none,cluster192
398,14,18,170,-122,170,-122,none,cluster1
399,14,19,-122,170,-122,170,none,cluster192
400,14,20,170,-122,170,-122,none,cluster1
401,14,21,-122,170,-122,170,none,cluster192
402,14,22,170,-122,170,-122,none,cluster1
403,14,23,-122,170,-122,170,none,cluster192
404,14,24,170,-122,170,-122,none,cluster1
405,14,25,-122,170,-122,170,none,cluster192
406,14,26,170,-122,170,-122,none,cluster1
407,14,27,-122,170,-122,170,none,cluster192
408,14,28,170,-122,170,-122,none,cluster1
409,14,29,-122,170,-122,170,none,cluster192
410,14,30,170,-122,170,-122,none,cluster1
411,14,31,-122,170,-122,170,none,cluster192
412,14,32,170,-122,170,-122,none,cluster1
413,14,33,-122,170,-122,170,none,cluster192
414,14,34,170,-122,170,-122,none,cluster1
415,14,35,-122,170,-122,170,none,cluster192
416,14,36,170,-122,170,-122,none,cluster1
417,14,37,-122,170,-122,170,none,cluster192
418,14,38,170,-122,170,-122,none,cluster1
419,14,39,-122,170,-122,170,none,cluster192
420,14,40,170,-122,170,-122,none,cluster1
421,14,41,-122,170,-122,170,none,cluster192
422,14,42,170,-122,170,-122,none,cluster1
423,14,43,-122,170,-122,170,none,cluster192
424,14,44,170,-122,170,-122,none,cluster1
425,14,45,-122,170,-122,170,none,cluster192
426,14,46,170,-122,170,-122,none,cluster1
427,14,47,-122,170,-122,170,none,cluster192
428,14,48,170,-122,170,-122,none,cluster1
429,14,49,-122,170,-122,-122,'transition point 1',cluster28
430,15,2,77,-510,862,438,none,cluster24
431,15,3,862,438,-518,238,none,cluster23
432,15,4,438,-518,238,186,none,cluster22
433,15,5,238,186,-106,154,none,cluster72
434,15,6,186,-106,154,-122,none,cluster63
435,15,7,-106,154,-122,170,none,cluster44
436,15,8,154,-122,170,-122,none,cluster9
437,15,9,-122,170,-122,170,none,cluster192
438,15,10,170,-122,170,-122,none,cluster1
439,15,11,-122,170,-122,170,none,cluster192
440,15,12,170,-122,170,-122,none,cluster1
441,15,13,-122,170,-122,170,none,cluster192
442,15,14,170,-122,170,-122,none,cluster1
443,15,15,-122,170,-122,170,none,cluster192
444,15,16,170,-122,170,-122,none,cluster1
445,15,17,-122,170,-122,170,none,cluster192
446,15,18,170,-122,170,-122,none,cluster1
447,15,19,-122,170,-122,170,none,cluster192
448,15,20,170,-122,170,-122,none,cluster1
449,15,21,-122,170,-122,170,none,cluster192
450,15,22,170,-122,170,-122,none,cluster1
451,15,23,-122,170,-122,170,none,cluster192
452,15,24,170,-122,170,-122,none,cluster1
453,15,25,-122,170,-122,170,none,cluster192
454,15,26,170,-122,170,-122,none,cluster1
455,15,27,-122,170,-122,170,none,cluster192
456,15,28,170,-122,170,-122,none,cluster1
457,15,29,-122,170,-122,170,none,cluster192
458,15,30,170,-122,170,-122,none,cluster1
459,15,31,-122,170,-122,170,none,cluster192
460,15,32,170,-122,170,-122,none,cluster1
461,15,33,-122,170,-122,170,none,cluster192
462,15,34,170,-122,170,-122,none,cluster1
463,15,35,-122,170,-122,170,none,cluster192
464,15,36,170,-122,170,-122,none,cluster1
465,15,37,-122,170,-122,170,none,cluster192
466,15,38,170,-122,170,-122,none,cluster1
467,15,39,-122,170,-122,170,none,cluster192
468,15,40,170,-122,170,-122,none,cluster1
469,15,41,-122,170,-122,170,none,cluster192
470,15,42,170,-122,170,-122,none,cluster1
471,15,43,-122,170,-122,170,none,cluster192
472,15,44,170,-122,170,-122,none,cluster1
473,15,45,-122,170,-122,170,none,cluster192
474,15,46,170,-122,170,-122,none,cluster1
475,15,47,-122,170,-122,186,none,cluster192
476,15,48,170,-122,186,-122,none,cluster99
477,16,2,77,-510,862,438,none,cluster24
478,16,3,862,438,-518,238,none,cluster23
479,16,4,438,-518,238,186,none,cluster22
480,16,5,238,186,-106,154,none,cluster72
481,16,6,186,-106,154,-122,none,cluster63
482,16,7,-106,154,-122,170,none,cluster44
483,16,8,154,-122,170,-122,none,cluster9
484,16,9,-122,170,-122,170,none,cluster192
485,16,10,170,-122,170,-122,none,cluster1
486,16,11,-122,170,-122,170,none,cluster192
487,16,12,170,-122,170,-122,none,cluster1
488,16,13,-122,170,-122,170,none,cluster192
489,16,14,170,-122,170,-122,none,cluster1
490,16,15,-122,170,-122,170,none,cluster192
491,16,16,170,-122,170,-122,none,cluster1
492,16,17,-122,170,-122,170,none,cluster192
493,16,18,170,-122,170,-122,none,cluster1
494,16,19,-122,170,-122,170,none,cluster192
495,16,20,170,-122,170,-122,none,cluster1
496,16,21,-122,170,-122,170,none,cluster192
497,16,22,170,-122,170,-122,none,cluster1
498,16,23,-122,170,-122,170,none,cluster192
499,16,24,170,-122,170,-122,none,cluster1
500,16,25,-122,170,-122,170,none,cluster192
501,16,26,170,-122,170,-122,none,cluster1
502,16,27,-122,170,-122,170,none,cluster192
503,16,28,170,-122,170,-122,none,cluster1
504,16,29,-122,170,-122,170,none,cluster192
505,16,30,170,-122,170,-122,none,cluster1
506,16,31,-122,170,-122,170,none,cluster192
507,16,32,170,-122,170,-122,none,cluster1
508,16,33,-122,170,-122,170,none,cluster192
509,16,34,170,-122,170,-122,none,cluster1
510,16,35,-122,170,-122,170,none,cluster192
511,16,36,170,-122,170,-122,none,cluster1
512,16,37,-122,170,-122,-122,none,cluster28
513,16,38,-122,-122,170,-122,none,cluster8
514,16,39,-122,170,-122,170,none,cluster192
515,16,40,170,-122,170,-122,none,cluster1
516,16,41,-122,170,-122,170,none,cluster192
517,16,42,170,-122,170,-122,none,cluster1
518,16,43,-122,170,-122,170,none,cluster192
519,16,44,170,-122,170,-122,none,cluster1
520,16,45,-122,170,-122,170,none,cluster192
521,16,46,170,-122,170,-122,none,cluster1
522,16,47,-122,170,-122,170,none,cluster192
523,16,48,170,-122,170,-122,none,cluster1
524,17,2,77,-510,862,438,none,cluster24
525,17,3,862,438,-518,238,none,cluster23
526,17,4,438,-518,238,186,none,cluster22
527,17,5,238,186,-106,154,none,cluster72
528,17,6,186,-106,154,-122,none,cluster63
529,17,7,-106,154,-122,170,none,cluster44
530,17,8,154,-122,170,-122,none,cluster9
531,17,9,-122,170,-122,170,none,cluster192
532,17,10,170,-122,170,-122,none,cluster1
533,17,11,-122,170,-122,170,none,cluster192
534,17,12,170,-122,170,-122,none,cluster1
535,17,13,-122,170,-122,170,none,cluster192
536,17,14,170,-122,170,-122,none,cluster1
537,17,15,-122,170,-122,170,none,cluster192
538,17,16,170,-122,170,-122,none,cluster1
539,17,17,-122,170,-122,234,none,cluster29
540,17,18,170,-122,234,-122,none,cluster81
541,17,19,-122,234,-122,170,none,cluster43
542,17,20,234,-122,170,-122,none,cluster10
543,17,21,-122,170,-122,170,none,cluster192
544,17,22,170,-122,170,-122,none,cluster1
545,17,23,-122,170,-122,170,none,cluster192
546,17,24,170,-122,170,-122,none,cluster1
547,17,25,-122,170,-122,170,none,cluster192
548,17,26,170,-122,170,-122,none,cluster1
549,17,27,-122,170,-122,170,none,cluster192
550,17,28,170,-122,170,-122,none,cluster1
551,17,29,-122,170,-122,170,none,cluster192
552,17,30,170,-122,170,-122,none,cluster1
553,17,31,-122,170,-122,170,none,cluster192
554,17,32,170,-122,170,-122,none,cluster1
555,17,33,-122,170,-122,170,none,cluster192
556,17,34,170,-122,170,-122,none,cluster1
557,17,35,-122,170,-122,234,none,cluster29
558,17,36,170,-122,234,-122,none,cluster81
559,17,37,-122,234,-122,170,none,cluster43
560,17,38,234,-122,170,-122,none,cluster10
561,17,39,-122,170,-122,170,none,cluster192
562,17,40,170,-122,170,-122,none,cluster1
563,17,41,-122,170,-122,170,none,cluster192
564,17,42,170,-122,170,-122,none,cluster1
565,17,43,-122,170,-122,170,none,cluster192
566,17,44,170,-122,170,-122,none,cluster1
567,17,45,-122,170,-122,170,none,cluster192
568,17,46,170,-122,170,-122,none,cluster1
569,17,47,-122,170,-122,170,none,cluster192
570,17,48,170,-122,170,-122,none,cluster1
571,18,2,77,-510,862,438,none,cluster24
572,18,3,862,438,-518,238,none,cluster23
573,18,4,438,-518,238,186,none,cluster22
574,18,5,238,186,-106,154,none,cluster72
575,18,6,186,-106,154,-122,none,cluster63
576,18,7,-106,154,-122,170,none,cluster44
577,18,8,154,-122,170,-122,none,cluster9
578,18,9,-122,170,-122,170,none,cluster192
579,18,10,170,-122,170,-122,none,cluster1
580,18,11,-122,170,-122,170,none,cluster192
581,18,12,170,-122,170,-122,none,cluster1
582,18,13,-122,170,-122,170,none,cluster192
583,18,14,170,-122,170,-122,none,cluster1
584,18,15,-122,170,-122,170,none,cluster192
585,18,16,170,-122,170,-122,none,cluster1
586,18,17,-122,170,-122,170,none,cluster192
587,18,18,170,-122,170,-122,none,cluster1
588,18,19,-122,170,-122,170,none,cluster192
589,18,20,170,-122,170,-122,none,cluster1
590,18,21,-122,170,-122,170,none,cluster192
591,18,22,170,-122,170,-122,none,cluster1
592,18,23,-122,170,-122,170,none,cluster192
593,18,24,170,-122,170,-122,none,cluster1
594,18,25,-122,170,-122,170,none,cluster192
595,18,26,170,-122,170,-122,none,cluster1
596,18,27,-122,170,-122,234,none,cluster29
597,18,28,170,-122,234,-122,none,cluster81
598,18,29,-122,234,-122,170,none,cluster43
599,18,30,234,-122,170,-122,none,cluster10
600,18,31,-122,170,-122,170,none,cluster192
601,18,32,170,-122,170,-122,none,cluster1
602,18,33,-122,170,-122,170,none,cluster192
603,18,34,170,-122,170,-122,none,cluster1
604,18,35,-122,170,-122,170,none,cluster192
605,18,36,170,-122,170,-122,none,cluster1
606,18,37,-122,170,-122,170,none,cluster192
607,18,38,170,-122,170,-122,none,cluster1
608,18,39,-122,170,-122,170,none,cluster192
609,18,40,170,-122,170,-122,none,cluster1
610,18,41,-122,170,-122,170,none,cluster192
611,18,42,170,-122,170,-122,none,cluster1
612,18,43,-122,170,-122,170,none,cluster192
613,18,44,170,-122,170,-122,none,cluster1
614,18,45,-122,170,-122,234,none,cluster29
615,18,46,170,-122,234,-122,none,cluster81
616,18,47,-122,234,-122,234,none,cluster105
617,18,48,234,-122,234,-122,none,cluster185
618,19,2,77,-510,862,438,none,cluster24
619,19,3,862,438,-518,238,none,cluster23
620,19,4,438,-518,238,186,none,cluster22
621,19,5,238,186,-106,154,none,cluster72
622,19,6,186,-106,154,-122,none,cluster63
623,19,7,-106,154,-122,170,none,cluster44
624,19,8,154,-122,170,-122,none,cluster9
625,19,9,-122,170,-122,170,none,cluster192
626,19,10,170,-122,170,-122,none,cluster1
627,19,11,-122,170,-122,170,none,cluster192
628,19,12,170,-122,170,-122,none,cluster1
629,19,13,-122,170,-122,170,none,cluster192
630,19,14,170,-122,170,-122,none,cluster1
631,19,15,-122,170,-122,170,none,cluster192
632,19,16,170,-122,170,-122,none,cluster1
633,19,17,-122,170,-122,170,none,cluster192
634,19,18,170,-122,170,-122,none,cluster1
635,19,19,-122,170,-122,170,none,cluster192
636,19,20,170,-122,170,-122,none,cluster1
637,19,21,-122,170,-122,234,none,cluster29
638,19,22,170,-122,234,-122,none,cluster81
639,19,23,-122,234,-122,170,none,cluster43
640,19,24,234,-122,170,-122,none,cluster10
641,19,25,-122,170,-122,170,none,cluster192
642,19,26,170,-122,170,-122,none,cluster1
643,19,27,-122,170,-122,170,none,cluster192
644,19,28,170,-122,170,-122,none,cluster1
645,19,29,-122,170,-122,170,none,cluster192
646,19,30,170,-122,170,-122,none,cluster1
647,19,31,-122,170,-122,170,none,cluster192
648,19,32,170,-122,170,-122,none,cluster1
649,19,33,-122,170,-122,170,none,cluster192
650,19,34,170,-122,170,-122,none,cluster1
651,19,35,-122,170,-122,170,none,cluster192
652,20,2,77,-510,862,438,none,cluster24
653,20,3,862,438,-518,238,none,cluster23
654,20,4,438,-518,238,186,none,cluster22
655,20,5,238,186,-106,154,none,cluster72
656,20,6,186,-106,154,-122,none,cluster63
657,20,7,-106,154,-122,170,none,cluster44
658,20,8,154,-122,170,-122,none,cluster9
659,20,9,-122,170,-122,170,none,cluster192
660,20,10,170,-122,170,-122,none,cluster1
661,20,11,-122,170,-122,234,none,cluster29
662,20,12,170,-122,234,-122,none,cluster81
663,20,13,-122,234,-122,170,none,cluster43
664,20,14,234,-122,170,-122,none,cluster10
665,20,15,-122,170,-122,170,none,cluster192
666,20,16,170,-122,170,-122,none,cluster1
667,20,17,-122,170,-122,170,none,cluster192
668,20,18,170,-122,170,-122,none,cluster1
669,20,19,-122,170,-122,170,none,cluster192
670,20,20,170,-122,170,-122,none,cluster1
671,20,21,-122,170,-122,170,none,cluster192
672,20,22,170,-122,170,-122,none,cluster1
673,21,2,-86,77,-478,862,none,cluster132
674,21,3,77,-478,862,438,none,cluster157
675,21,4,862,438,-518,-518,none,cluster139
676,21,5,-518,-518,238,186,none,cluster129
677,21,6,238,186,-106,-106,none,cluster78
678,21,7,-106,-106,154,-122,none,cluster127
679,21,8,-106,154,-122,154,none,cluster89
680,21,9,154,-122,154,-122,none,cluster165
681,21,10,-122,154,-122,170,none,cluster53
682,21,11,154,-122,170,-122,none,cluster9
683,21,12,-122,170,-122,170,none,cluster192
684,21,13,170,-122,170,-90,none,cluster126
685,21,14,-122,170,-90,122,none,cluster121
686,21,15,170,-90,122,-106,none,cluster125
687,21,16,-90,122,-106,250,none,cluster122
688,21,17,122,-106,250,-90,none,cluster124
689,21,18,-106,250,-90,90,none,cluster123
690,21,19,250,-90,90,106,none,cluster137
691,22,2,77,-510,862,438,none,cluster24
692,22,3,862,438,-518,238,none,cluster23
693,22,4,438,-518,238,186,none,cluster22
694,22,5,238,186,-106,154,none,cluster72
695,22,6,186,-106,154,-122,none,cluster63
696,22,7,-106,154,-122,170,none,cluster44
697,22,8,154,-122,170,-122,none,cluster9
698,22,9,-122,170,-122,170,none,cluster192
699,22,10,170,-122,170,-122,none,cluster1
700,22,11,-122,170,-122,170,none,cluster192
701,22,12,170,-122,170,-122,none,cluster1
702,22,13,-122,170,-122,170,none,cluster192
703,22,14,170,-122,170,-122,none,cluster1
704,22,15,-122,170,-122,170,none,cluster192
705,22,16,170,-122,170,-122,none,cluster1
706,22,17,-122,170,-122,170,none,cluster192
707,22,18,170,-122,170,-122,none,cluster1
708,22,19,-122,170,-122,170,none,cluster192
709,22,20,170,-122,170,-122,none,cluster1
710,22,21,-122,170,-122,170,none,cluster192
711,22,22,170,-122,170,-122,none,cluster1
712,22,23,-122,170,-122,170,none,cluster192
713,22,24,170,-122,170,-122,none,cluster1
714,22,25,-122,170,-122,170,none,cluster192
715,22,26,170,-122,170,-122,none,cluster1
716,22,27,-122,170,-122,170,none,cluster192
717,22,28,170,-122,170,-122,none,cluster1
718,22,29,-122,170,-122,170,none,cluster192
719,22,30,170,-122,170,-122,none,cluster1
720,22,31,-122,170,-122,234,none,cluster29
721,22,32,170,-122,234,-122,none,cluster81
722,22,33,-122,234,-122,170,none,cluster43
723,22,34,234,-122,170,-122,none,cluster10
724,22,35,-122,170,-122,170,none,cluster192
725,22,36,170,-122,170,-122,none,cluster1
726,22,37,-122,170,-122,170,none,cluster192
727,22,38,170,-122,170,-122,none,cluster1
728,22,39,-122,170,-122,170,none,cluster192
729,22,40,170,-122,170,-122,none,cluster1
730,22,41,-122,170,-122,170,none,cluster192
731,22,42,170,-122,170,-122,none,cluster1
732,22,43,-122,170,-122,234,none,cluster29
733,22,44,170,-122,234,-122,none,cluster81
734,22,45,-122,234,-122,170,none,cluster43
735,22,46,234,-122,170,-122,none,cluster10
736,22,47,-122,170,-122,186,none,cluster192
737,22,48,170,-122,186,-122,none,cluster99
738,23,2,77,-510,862,438,none,cluster24
739,23,3,862,438,-518,238,none,cluster23
740,23,4,438,-518,238,186,none,cluster22
741,23,5,238,186,-106,154,none,cluster72
742,23,6,186,-106,154,-122,none,cluster63
743,23,7,-106,154,-122,170,none,cluster44
744,23,8,154,-122,170,-122,none,cluster9
745,23,9,-122,170,-122,170,none,cluster192
746,23,10,170,-122,170,-122,none,cluster1
747,23,11,-122,170,-122,170,none,cluster192
748,23,12,170,-122,170,-122,none,cluster1
749,23,13,-122,170,-122,170,none,cluster192
750,23,14,170,-122,170,-122,none,cluster1
751,23,15,-122,170,-122,170,none,cluster192
752,23,16,170,-122,170,-122,none,cluster1
753,23,17,-122,170,-122,170,none,cluster192
754,23,18,170,-122,170,-122,none,cluster1
755,23,19,-122,170,-122,170,none,cluster192
756,23,20,170,-122,170,-122,none,cluster1
757,23,21,-122,170,-122,170,none,cluster192
758,23,22,170,-122,170,-122,none,cluster1
759,23,23,-122,170,-122,170,none,cluster192
760,23,24,170,-122,170,-122,none,cluster1
761,23,25,-122,170,-122,234,none,cluster29
762,23,26,170,-122,234,-122,none,cluster81
763,23,27,-122,234,-122,170,none,cluster43
764,23,28,234,-122,170,-122,none,cluster10
765,23,29,-122,170,-122,170,none,cluster192
766,23,30,170,-122,170,-122,none,cluster1
767,23,31,-122,170,-122,170,none,cluster192
768,23,32,170,-122,170,-122,none,cluster1
769,23,33,-122,170,-122,170,none,cluster192
770,23,34,170,-122,170,-122,none,cluster1
771,23,35,-122,170,-122,170,none,cluster192
772,23,36,170,-122,170,-122,none,cluster1
773,23,37,-122,170,-122,170,none,cluster192
774,23,38,170,-122,170,-122,none,cluster1
775,23,39,-122,170,-122,170,none,cluster192
776,23,40,170,-122,170,-122,none,cluster1
777,23,41,-122,170,-122,170,none,cluster192
778,23,42,170,-122,170,-122,none,cluster1
779,23,43,-122,170,-122,234,none,cluster29
780,23,44,170,-122,234,-122,none,cluster81
781,23,45,-122,234,-122,170,none,cluster43
782,23,46,234,-122,170,-122,none,cluster10
783,23,47,-122,170,-122,234,none,cluster29
784,23,48,170,-122,234,-122,none,cluster81
785,24,2,77,-510,862,438,none,cluster24
786,24,3,862,438,-518,238,none,cluster23
787,24,4,438,-518,238,186,none,cluster22
788,24,5,238,186,-106,154,none,cluster72
789,24,6,186,-106,154,-122,none,cluster63
790,24,7,-106,154,-122,170,none,cluster44
791,24,8,154,-122,170,-122,none,cluster9
792,24,9,-122,170,-122,170,none,cluster192
793,24,10,170,-122,170,-122,none,cluster1
794,24,11,-122,170,-122,170,none,cluster192
795,24,12,170,-122,170,-122,none,cluster1
796,24,13,-122,170,-122,170,none,cluster192
797,24,14,170,-122,170,-122,none,cluster1
798,24,15,-122,170,-122,170,none,cluster192
799,24,16,170,-122,170,-122,none,cluster1
800,24,17,-122,170,-122,170,none,cluster192
801,24,18,170,-122,170,-122,none,cluster1
802,24,19,-122,170,-122,170,none,cluster192
803,24,20,170,-122,170,-122,none,cluster1
804,24,21,-122,170,-122,170,none,cluster192
805,24,22,170,-122,170,-122,none,cluster1
806,24,23,-122,170,-122,170,none,cluster192
807,24,24,170,-122,170,-122,none,cluster1
808,24,25,-122,170,-122,170,none,cluster192
809,24,26,170,-122,170,-122,none,cluster1
810,24,27,-122,170,-122,170,none,cluster192
811,24,28,170,-122,170,-122,none,cluster1
812,24,29,-122,170,-122,170,none,cluster192
813,24,30,170,-122,170,-122,none,cluster1
814,24,31,-122,170,-122,170,none,cluster192
815,24,32,170,-122,170,-122,none,cluster1
816,24,33,-122,170,-122,170,none,cluster192
817,24,34,170,-122,170,-122,none,cluster1
818,24,35,-122,170,-122,170,none,cluster192
819,24,36,170,-122,170,-122,none,cluster1
820,24,37,-122,170,-122,170,none,cluster192
821,24,38,170,-122,170,-122,none,cluster1
822,24,39,-122,170,-122,170,none,cluster192
823,24,40,170,-122,170,-122,none,cluster1
824,24,41,-122,170,-122,170,none,cluster192
825,24,42,170,-122,170,-122,none,cluster1
826,24,43,-122,170,-122,170,none,cluster192
827,24,44,170,-122,170,-122,none,cluster1
828,24,45,-122,170,-122,170,none,cluster192
829,24,46,170,-122,170,-122,none,cluster1
830,24,47,-122,170,-122,170,none,cluster192
831,24,48,170,-122,170,-122,none,cluster1
832,25,2,77,-510,862,438,none,cluster24
833,25,3,862,438,-518,238,none,cluster23
834,25,4,438,-518,238,186,none,cluster22
835,25,5,238,186,-106,154,none,cluster72
836,25,6,186,-106,154,-122,none,cluster63
837,25,7,-106,154,-122,170,none,cluster44
838,25,8,154,-122,170,-122,none,cluster9
839,25,9,-122,170,-122,-122,none,cluster28
840,25,10,-122,-122,170,-122,none,cluster8
841,25,11,-122,170,-122,170,none,cluster192
842,25,12,170,-122,170,-122,none,cluster1
843,25,13,-122,170,-122,170,none,cluster192
844,25,14,170,-122,170,-122,none,cluster1
845,25,15,-122,170,-122,170,none,cluster192
846,25,16,170,-122,170,-122,none,cluster1
847,25,17,-122,170,-122,234,none,cluster29
848,25,18,170,-122,234,-122,none,cluster81
849,25,19,-122,234,-122,170,none,cluster43
850,25,20,234,-122,170,-122,none,cluster10
851,25,21,-122,170,-122,170,none,cluster192
852,25,22,170,-122,170,-122,none,cluster1
853,25,23,-122,170,-122,170,none,cluster192
854,25,24,170,-122,170,-122,none,cluster1
855,25,25,-122,170,-122,170,none,cluster192
856,25,26,170,-122,170,-122,none,cluster1
857,25,27,-122,170,-122,170,none,cluster192
858,25,28,170,-122,170,-122,none,cluster1
859,25,29,-122,170,-122,170,none,cluster192
860,25,30,170,-122,170,-122,none,cluster1
861,25,31,-122,170,-122,170,none,cluster192
862,25,32,170,-122,170,-122,none,cluster1
863,25,33,-122,170,-122,234,none,cluster29
864,25,34,170,-122,234,-122,none,cluster81
865,25,35,-122,234,-122,170,none,cluster43
866,25,36,234,-122,170,-122,none,cluster10
867,25,37,-122,170,-122,234,none,cluster29
868,25,38,170,-122,234,-122,none,cluster81
869,25,39,-122,234,-122,170,none,cluster43
870,25,40,234,-122,170,-122,none,cluster10
871,25,41,-122,170,-122,170,none,cluster192
872,25,42,170,-122,170,-122,none,cluster1
873,25,43,-122,170,-122,170,none,cluster192
874,25,44,170,-122,170,-122,none,cluster1
875,25,45,-122,170,-122,170,none,cluster192
876,25,46,170,-122,170,-122,none,cluster1
877,25,47,-122,170,-122,234,none,cluster29
878,25,48,170,-122,234,-122,none,cluster81
879,26,2,-86,77,-478,862,none,cluster132
880,26,3,77,-478,862,438,none,cluster157
881,26,4,862,438,-518,238,none,cluster23
882,26,5,438,-518,238,186,none,cluster22
883,26,6,238,186,-106,154,none,cluster72
884,26,7,186,-106,154,-122,none,cluster63
885,26,8,-106,154,-122,170,none,cluster44
886,26,9,154,-122,170,-122,none,cluster9
887,26,10,-122,170,-122,170,none,cluster192
888,26,11,170,-122,170,-122,none,cluster1
889,26,12,-122,170,-122,170,none,cluster192
890,26,13,170,-122,170,-122,none,cluster1
891,26,14,-122,170,-122,170,none,cluster192
892,26,15,170,-122,170,-122,none,cluster1
893,26,16,-122,170,-122,170,none,cluster192
894,26,17,170,-122,170,-122,none,cluster1
895,26,18,-122,170,-122,170,none,cluster192
896,26,19,170,-122,170,-122,none,cluster1
897,26,20,-122,170,-122,170,none,cluster192
898,26,21,170,-122,170,-122,none,cluster1
