4,False,111.93.5.203,61.182.202.57,22,59147,2014-07-29 05:05:28.507356,98,0,0
6,True,61.182.202.57,111.93.5.203,59147,22,2014-07-29 05:05:28.758350,86,0,0
8,False,111.93.5.203,61.182.202.57,22,59147,2014-07-29 05:05:28.759070,490,0,0
9,True,61.182.202.57,111.93.5.203,59147,22,2014-07-29 05:05:29.010688,218,0,0
11,True,61.182.202.57,111.93.5.203,59147,22,2014-07-29 05:05:29.301738,210,0,0
13,False,111.93.5.203,61.182.202.57,22,59147,2014-07-29 05:05:29.367189,530,0,0
14,True,61.182.202.57,111.93.5.203,59147,22,2014-07-29 05:05:29.619739,82,1,0
16,True,61.182.202.57,111.93.5.203,59147,22,2014-07-29 05:05:29.871082,118,0,0
18,False,111.93.5.203,61.182.202.57,22,59147,2014-07-29 05:05:29.871991,118,0,1
19,True,61.182.202.57,111.93.5.203,59147,22,2014-07-29 05:05:30.122894,150,0,0
21,False,111.93.5.203,61.182.202.57,22,59147,2014-07-29 05:05:31.126771,134,0,1
22,True,61.182.202.57,111.93.5.203,59147,22,2014-07-29 05:05:31.377842,118,0,0
