4,False,111.93.5.203,185.13.225.147,22,59706,2014-08-03 05:28:18.580815,98,0,3
6,True,185.13.225.147,111.93.5.203,59706,22,2014-08-03 05:28:18.774104,86,0,3
8,False,111.93.5.203,185.13.225.147,22,59706,2014-08-03 05:28:18.774855,490,0,3
9,True,185.13.225.147,111.93.5.203,59706,22,2014-08-03 05:28:18.975472,218,0,3
11,True,185.13.225.147,111.93.5.203,59706,22,2014-08-03 05:28:19.211808,210,0,3
13,False,111.93.5.203,185.13.225.147,22,59706,2014-08-03 05:28:19.277328,530,0,3
14,True,185.13.225.147,111.93.5.203,59706,22,2014-08-03 05:28:19.486384,82,1,3
16,True,185.13.225.147,111.93.5.203,59706,22,2014-08-03 05:28:19.687357,118,0,3
18,False,111.93.5.203,185.13.225.147,22,59706,2014-08-03 05:28:19.688344,118,0,3
19,True,185.13.225.147,111.93.5.203,59706,22,2014-08-03 05:28:19.882098,166,0,3
21,False,111.93.5.203,185.13.225.147,22,59706,2014-08-03 05:28:20.885936,134,0,3
22,True,185.13.225.147,111.93.5.203,59706,22,2014-08-03 05:28:21.084753,118,0,3
