4,True,60.173.26.179,111.93.5.203,31022,22,2014-08-12 19:08:15.161785,77,0,0
6,False,111.93.5.203,60.173.26.179,22,31022,2014-08-12 19:08:15.163358,510,0,0
7,True,60.173.26.179,111.93.5.203,31022,22,2014-08-12 19:08:15.610825,862,0,0
9,True,60.173.26.179,111.93.5.203,31022,22,2014-08-12 19:08:16.106390,438,0,0
11,False,111.93.5.203,60.173.26.179,22,31022,2014-08-12 19:08:16.175449,518,0,0
12,True,60.173.26.179,111.93.5.203,31022,22,2014-08-12 19:08:16.621420,238,1,0
14,True,60.173.26.179,111.93.5.203,31022,22,2014-08-12 19:08:17.079779,186,0,0
16,False,111.93.5.203,60.173.26.179,22,31022,2014-08-12 19:08:17.080732,106,0,1
17,True,60.173.26.179,111.93.5.203,31022,22,2014-08-12 19:08:17.521166,170,0,0
19,False,111.93.5.203,60.173.26.179,22,31022,2014-08-12 19:08:18.526362,122,0,1
20,True,60.173.26.179,111.93.5.203,31022,22,2014-08-12 19:08:18.981580,154,0,0
