4,False,111.93.5.203,61.138.14.201,22,34918,2014-07-27 21:37:38.476992,98,0,0
6,True,61.138.14.201,111.93.5.203,34918,22,2014-07-27 21:37:38.751156,86,0,0
8,False,111.93.5.203,61.138.14.201,22,34918,2014-07-27 21:37:38.751875,490,0,0
9,True,61.138.14.201,111.93.5.203,34918,22,2014-07-27 21:37:39.026438,218,0,0
11,True,61.138.14.201,111.93.5.203,34918,22,2014-07-27 21:37:39.337167,210,0,0
13,False,111.93.5.203,61.138.14.201,22,34918,2014-07-27 21:37:39.402943,530,0,0
14,True,61.138.14.201,111.93.5.203,34918,22,2014-07-27 21:37:39.679009,82,1,0
16,True,61.138.14.201,111.93.5.203,34918,22,2014-07-27 21:37:39.953789,118,0,0
18,False,111.93.5.203,61.138.14.201,22,34918,2014-07-27 21:37:39.954772,118,0,1
19,True,61.138.14.201,111.93.5.203,34918,22,2014-07-27 21:37:40.229330,166,0,0
21,False,111.93.5.203,61.138.14.201,22,34918,2014-07-27 21:37:41.233289,134,0,1
22,True,61.138.14.201,111.93.5.203,34918,22,2014-07-27 21:37:41.507705,118,0,0
