4,True,116.10.191.204,111.93.5.203,53633,22,2014-07-26 17:03:20.386981,77,0,18
6,False,111.93.5.203,116.10.191.204,22,53633,2014-07-26 17:03:20.388669,510,0,18
7,True,116.10.191.204,111.93.5.203,53633,22,2014-07-26 17:03:20.885419,862,0,18
9,True,116.10.191.204,111.93.5.203,53633,22,2014-07-26 17:03:21.432337,438,0,18
11,False,111.93.5.203,116.10.191.204,22,53633,2014-07-26 17:03:21.498010,518,0,18
12,True,116.10.191.204,111.93.5.203,53633,22,2014-07-26 17:03:22.016930,238,1,18
14,True,116.10.191.204,111.93.5.203,53633,22,2014-07-26 17:03:22.526664,186,0,18
16,False,111.93.5.203,116.10.191.204,22,53633,2014-07-26 17:03:22.527591,106,0,18
17,True,116.10.191.204,111.93.5.203,53633,22,2014-07-26 17:03:23.018869,154,0,18
18,False,111.93.5.203,116.10.191.204,22,53633,2014-07-26 17:03:23.020385,122,0,18
20,True,116.10.191.204,111.93.5.203,53633,22,2014-07-26 17:03:25.112670,170,0,18
22,False,111.93.5.203,116.10.191.204,22,53633,2014-07-26 17:03:26.115584,122,0,18
23,True,116.10.191.204,111.93.5.203,53633,22,2014-07-26 17:03:26.548620,170,0,18
25,False,111.93.5.203,116.10.191.204,22,53633,2014-07-26 17:03:27.551666,122,0,18
27,True,116.10.191.204,111.93.5.203,53633,22,2014-07-26 17:03:31.496609,170,0,18
29,False,111.93.5.203,116.10.191.204,22,53633,2014-07-26 17:03:32.499493,122,0,18
30,True,116.10.191.204,111.93.5.203,53633,22,2014-07-26 17:03:32.914338,170,0,18
32,False,111.93.5.203,116.10.191.204,22,53633,2014-07-26 17:03:33.917416,122,0,18
34,True,116.10.191.204,111.93.5.203,53633,22,2014-07-26 17:03:37.718852,170,0,18
36,False,111.93.5.203,116.10.191.204,22,53633,2014-07-26 17:03:38.722784,122,0,18
37,True,116.10.191.204,111.93.5.203,53633,22,2014-07-26 17:03:39.135058,170,0,18
39,False,111.93.5.203,116.10.191.204,22,53633,2014-07-26 17:03:40.138903,122,0,18
41,True,116.10.191.204,111.93.5.203,53633,22,2014-07-26 17:03:44.177344,170,0,18
43,False,111.93.5.203,116.10.191.204,22,53633,2014-07-26 17:03:45.181315,122,0,18
44,True,116.10.191.204,111.93.5.203,53633,22,2014-07-26 17:03:45.604159,170,0,18
46,False,111.93.5.203,116.10.191.204,22,53633,2014-07-26 17:03:46.608005,122,0,18
48,True,116.10.191.204,111.93.5.203,53633,22,2014-07-26 17:03:50.453595,170,0,18
50,False,111.93.5.203,116.10.191.204,22,53633,2014-07-26 17:03:51.457562,122,0,18
51,True,116.10.191.204,111.93.5.203,53633,22,2014-07-26 17:03:51.902076,170,0,18
53,False,111.93.5.203,116.10.191.204,22,53633,2014-07-26 17:03:52.905967,122,0,18
55,True,116.10.191.204,111.93.5.203,53633,22,2014-07-26 17:03:56.646752,170,0,18
57,False,111.93.5.203,116.10.191.204,22,53633,2014-07-26 17:03:57.649842,122,0,18
58,True,116.10.191.204,111.93.5.203,53633,22,2014-07-26 17:03:58.067782,170,0,18
60,False,111.93.5.203,116.10.191.204,22,53633,2014-07-26 17:03:59.071290,122,0,18
62,True,116.10.191.204,111.93.5.203,53633,22,2014-07-26 17:04:02.835775,170,0,18
64,False,111.93.5.203,116.10.191.204,22,53633,2014-07-26 17:04:03.839841,122,0,18
65,True,116.10.191.204,111.93.5.203,53633,22,2014-07-26 17:04:04.266409,170,0,18
67,False,111.93.5.203,116.10.191.204,22,53633,2014-07-26 17:04:05.270209,122,0,18
69,True,116.10.191.204,111.93.5.203,53633,22,2014-07-26 17:04:09.498341,170,0,18
71,False,111.93.5.203,116.10.191.204,22,53633,2014-07-26 17:04:10.502330,122,0,18
72,True,116.10.191.204,111.93.5.203,53633,22,2014-07-26 17:04:10.940610,170,0,18
74,False,111.93.5.203,116.10.191.204,22,53633,2014-07-26 17:04:11.944577,122,0,18
