4,False,111.93.5.203,1.93.33.2,22,56250,2014-08-11 17:39:18.192932,98,0,0
6,True,1.93.33.2,111.93.5.203,56250,22,2014-08-11 17:39:18.579569,86,0,0
8,False,111.93.5.203,1.93.33.2,22,56250,2014-08-11 17:39:18.580307,490,0,0
9,True,1.93.33.2,111.93.5.203,56250,22,2014-08-11 17:39:18.968427,218,0,0
11,True,1.93.33.2,111.93.5.203,56250,22,2014-08-11 17:39:19.389663,210,0,0
13,False,111.93.5.203,1.93.33.2,22,56250,2014-08-11 17:39:19.455106,530,0,0
14,True,1.93.33.2,111.93.5.203,56250,22,2014-08-11 17:39:19.856060,82,1,0
16,True,1.93.33.2,111.93.5.203,56250,22,2014-08-11 17:39:20.251694,118,0,1
18,False,111.93.5.203,1.93.33.2,22,56250,2014-08-11 17:39:20.252584,150,0,0
20,True,1.93.33.2,111.93.5.203,56250,22,2014-08-11 17:39:20.642678,118,0,1
