4,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:05:42.560613,86,0,0
5,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:05:42.562782,77,0,0
7,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:05:43.097639,862,0,0
8,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:05:43.097953,478,0,0
9,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:05:43.620828,438,0,0
11,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:05:43.686894,518,0,0
12,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:05:44.203871,238,1,0
14,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:05:44.745868,186,0,1
16,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:05:44.746870,106,0,0
17,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:05:45.249963,154,0,1
18,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:05:45.251503,122,0,0
19,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:05:45.772196,170,0,1
21,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:05:46.777567,122,0,0
22,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:05:47.283078,170,0,1
24,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:05:48.287082,122,0,0
25,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:05:48.773137,170,0,1
27,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:05:49.777197,122,0,0
28,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:05:50.208272,170,0,1
30,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:05:51.212328,122,0,0
31,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:05:51.640804,170,0,1
33,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:05:52.644710,122,0,0
34,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:05:53.061636,234,0,1
36,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:05:54.065601,122,0,0
37,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:05:54.484841,170,0,1
39,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:05:55.488806,122,0,0
40,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:05:55.895201,170,0,1
42,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:05:56.899215,122,0,0
43,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:05:57.332024,170,0,1
45,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:05:58.335967,122,0,0
46,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:05:58.751569,170,0,1
48,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:05:59.755583,122,0,0
49,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:06:00.166835,170,0,1
51,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:06:01.170823,122,0,0
52,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:06:01.603769,170,0,1
54,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:06:02.607723,122,0,0
55,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:06:03.046561,170,0,1
57,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:06:04.052337,122,0,0
58,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:06:04.481588,234,0,1
60,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:06:05.485656,122,0,0
61,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:06:06.013639,170,0,1
63,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:06:07.017629,122,0,0
64,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:06:07.494921,234,0,1
66,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:06:08.498991,122,0,0
67,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:06:08.910235,170,0,1
69,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:06:09.914119,122,0,0
71,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:06:10.704944,170,0,1
73,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:06:11.708383,122,0,0
75,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:06:13.618456,170,0,1
77,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:06:14.622436,122,0,0
79,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:06:16.275942,170,0,1
81,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:06:17.279204,122,0,0
83,True,61.174.51.219,111.93.5.203,44267,22,2014-07-29 17:06:19.246266,234,0,1
85,False,111.93.5.203,61.174.51.219,22,44267,2014-07-29 17:06:20.249678,122,0,0
