1,2,-510,862,438,-518,transport
1,3,-518,238,186,-106,transition point 1
1,4,186,-106,154,-122,user auth
1,5,154,-122,170,-122,transition point 2
1,6,170,-122,170,-90,user auth
1,7,170,-90,122,-106,user auth
1,8,122,-106,250,-90,user auth
1,9,-90,90,106,-90,user auth
2,2,-510,862,438,-518,transport
2,3,-518,238,186,-106,transition point 1
2,4,-106,-106,154,-122,user auth
2,5,154,-122,170,-122,user auth
2,6,170,-122,170,-122,user auth
2,7,170,-122,170,-122,user auth
2,8,170,-122,186,-122,user auth
2,9,186,-122,170,-122,user auth
2,10,170,-122,186,-122,user auth
2,11,186,-122,170,-122,user auth
2,12,-122,-122,170,-122,user auth
2,13,170,-122,170,-122,user auth
2,14,170,-122,170,-122,user auth
2,15,170,-122,234,-122,user auth
2,16,234,-122,234,-122,user auth
2,17,234,-122,170,-122,user auth
2,18,170,-122,170,-122,user auth
2,19,170,-122,170,-122,user auth
2,20,170,-122,170,-122,user auth
2,21,-122,-122,170,-122,user auth
2,22,170,-122,234,-122,user auth
2,23,234,-122,170,-122,user auth
2,24,170,-122,170,-122,user auth
2,25,170,-122,170,-122,user auth
3,2,-510,862,438,-518,transport
3,3,-518,238,186,-106,transition point 1
3,4,186,-106,154,-122,user auth
3,5,154,-122,170,-122,user auth
3,6,170,-122,170,-122,user auth
3,7,170,-122,234,-122,user auth
3,8,234,-122,170,-122,user auth
3,9,170,-122,170,-122,user auth
3,10,170,-122,170,-122,user auth
3,11,170,-122,170,-122,user auth
3,12,170,-122,170,-122,user auth
3,13,170,-122,170,-122,user auth
3,14,170,-122,170,-122,user auth
3,15,170,-122,170,-122,user auth
3,16,170,-122,170,-122,user auth
3,17,170,-122,170,-122,user auth
3,18,170,-122,170,-122,user auth
3,19,170,-122,170,-122,user auth
3,20,170,-122,170,-122,user auth
3,21,170,-122,170,-122,user auth
3,22,170,-122,186,-122,user auth
3,23,186,-122,170,-122,user auth
3,24,170,-122,234,-122,user auth
3,25,234,-122,170,-122,user auth
4,2,-510,862,438,-518,transport
4,3,-518,238,186,-106,transition point 1
4,4,186,-106,154,-122,user auth
4,5,154,-122,170,-122,user auth
4,6,170,-122,170,-122,user auth
4,7,170,-122,234,-122,user auth
4,8,234,-122,170,-122,user auth
4,9,170,-122,170,-122,user auth
4,10,170,-122,170,-122,user auth
4,11,170,-122,170,-122,user auth
4,12,170,-122,170,-122,user auth
4,13,170,-122,170,-122,user auth
4,14,170,-122,170,-122,user auth
4,15,170,-122,170,-122,user auth
4,16,170,-122,170,-122,user auth
4,17,170,-122,170,-122,user auth
4,18,170,-122,170,-122,user auth
4,19,170,-122,170,-122,user auth
4,20,170,-122,170,-122,user auth
4,21,170,-122,170,-122,user auth
4,22,170,-122,186,-122,user auth
4,23,186,-122,170,-122,user auth
4,24,170,-122,234,-122,user auth
4,25,-122,-122,170,-122,user auth
5,1,-86,77,862,-478,transport
5,2,862,-478,438,-518,transport
